answer_unit_id,qa_pair_id,meeting_id,meeting_date,answer_speaker_id,answer_speaker_name,answer_speaker_role,answer_speaker_org,answer_speaker_class,answer_turn_start_no,answer_turn_end_no,answer_turn_count,page_start_no,page_end_no,block_start_no,block_end_no,primary_segment_no,answer_text_raw,answer_text_display,answer_text_normalized,answer_text_compact,char_count,sentence_count,role_confidence,qa_confidence,traceability_status,review_status,answer_hash,review_group,manual_label,review_note
ANS_N053485_T01733_T01733,QA_N053485_000580,N053485,2025-10-27,MSP_N053485_FF2581A0,강수상,국장,문화체육관광부체육,agency_official,N053485_T01733,N053485_T01733,1,129,129,N053485_0129_0039,N053485_0129_0039,N053485_SEG_TURN_01733,"◯문화체육관광부체육국장강수상
예, 파악해서보고드리겠습니다.
","◯문화체육관광부체육국장강수상 예, 파악해서보고드리겠습니다.","◯문화체육관광부체육국장강수상 예, 파악해서보고드리겠습니다.","◯문화체육관광부체육국장강수상예,파악해서보고드리겠습니다.",32,1,0.9,0.8975,PASS,unreviewed,1f6a93454283dc7498c9fbaefa5fe8107e0e307b12d3151eeb8dadb766d76dbe,A6,,
ANS_N053487_T00065_T00065,QA_N053487_000021,N053487,2025-10-29,MSP_N053487_F878D50A,정용재,관장,국립고궁박물,agency_head,N053487_T00065,N053487_T00065,1,11,11,N053487_0011_0022,N053487_0011_0024,N053487_SEG_TURN_00065,"◯국립고궁박물관장정용재
예, 초기에저희가자료제출했을때문체비서관실이라고표

현했는데요. 2월27일날운영기획과장이대통령실로부터연락을받고사전에저희직원

들에게김건희여사의방문을준비하라고하는메일을저희가어제확인했습니다.
","◯국립고궁박물관장정용재 예, 초기에저희가자료제출했을때문체비서관실이라고표 현했는데요. 2월27일날운영기획과장이대통령실로부터연락을받고사전에저희직원 들에게김건희여사의방문을준비하라고하는메일을저희가어제확인했습니다.","◯국립고궁박물관장정용재 예, 초기에저희가자료제출했을때문체비서관실이라고표 현했는데요. 2월27일날운영기획과장이대통령실로부터연락을받고사전에저희직원 들에게김건희여사의방문을준비하라고하는메일을저희가어제확인했습니다.","◯국립고궁박물관장정용재예,초기에저희가자료제출했을때문체비서관실이라고표현했는데요.2월27일날운영기획과장이대통령실로부터연락을받고사전에저희직원들에게김건희여사의방문을준비하라고하는메일을저희가어제확인했습니다.",114,2,0.9,0.8975,PASS,unreviewed,9f1c907dabbb39eadd1f5b3d76c785a88e6babc3f9e7a6a9d9cee073538eeaa7,A6,,
ANS_N053487_T01620_T01620,QA_N053487_000596,N053487,2025-10-29,MSP_N053487_F878D50A,정용재,관장,국립고궁박물,agency_head,N053487_T01620,N053487_T01620,1,129,129,N053487_0129_0018,N053487_0129_0021,N053487_SEG_TURN_01620,"◯국립고궁박물관장정용재
지금말씀하신사항으로저희가목요일날이사항을인지

하고금요일부터경위를조사해서국회에요구자료를제출했습니다. 그리고어제, 월요

일화요일계속지속적으로이사항들을저희가확인하고지금조사하고있는단계인데

요.
","◯국립고궁박물관장정용재 지금말씀하신사항으로저희가목요일날이사항을인지 하고금요일부터경위를조사해서국회에요구자료를제출했습니다. 그리고어제, 월요 일화요일계속지속적으로이사항들을저희가확인하고지금조사하고있는단계인데 요.","◯국립고궁박물관장정용재 지금말씀하신사항으로저희가목요일날이사항을인지 하고금요일부터경위를조사해서국회에요구자료를제출했습니다. 그리고어제, 월요 일화요일계속지속적으로이사항들을저희가확인하고지금조사하고있는단계인데 요.","◯국립고궁박물관장정용재지금말씀하신사항으로저희가목요일날이사항을인지하고금요일부터경위를조사해서국회에요구자료를제출했습니다.그리고어제,월요일화요일계속지속적으로이사항들을저희가확인하고지금조사하고있는단계인데요.",115,2,0.9,0.7725,PASS,unreviewed,5161a4b1a62df312e87a896e0f9cccefe92fd62b3f58e2c1547d0c4236a871e1,A6,,
ANS_050308_T00893_T00893,QA_050308_000312,050308,2020-10-07,MSP_050308_64CA9D06,관박양우,부장,문화체육관광,agency_official,050308_T00893,050308_T00893,1,80,80,050308_0080_0029,050308_0080_0047,050308_SEG_TURN_00893,"◯문화체육관광부장관박양우
사실은전혀가만

히있는게아니고요. 저희들이한9조원정도

매출이감소가됐지요, 위원님아까자료주신

것처럼.

그런데저희들이그동안의지원방안을통해서

약한9337억원규모의기금융자또일자리, 재

정지원을이것을펴왔거든요. 지금9월말기

준으로해서융자는7441억원이집행되었고요.

그다음에여행업이나관광․숙박업, 국제회의업

등관광산업, 특별고용지원업종으로지정이되어

서내년3월까지연장하도록저희들이조치를취

하고있습니다. 또앞으로400억원규모의특별

융자도더저희들자체로할것이고요.

그다음에이번에4차추경에저희들이지원금

지급하는것규모가4조4000억아니겠습니까?

여기에저희들이추정하기로는8.6%에해당되는

3785억원정도가어떻든우리문화․체육․관광

이쪽분야에쓸것으로보이고요. 융자쪽도한

3000억정도가이렇게쓸것으로저희들은보고
있습니다.
","◯문화체육관광부장관박양우 사실은전혀가만 히있는게아니고요. 저희들이한9조원정도 매출이감소가됐지요, 위원님아까자료주신 것처럼. 그런데저희들이그동안의지원방안을통해서 약한9337억원규모의기금융자또일자리, 재 정지원을이것을펴왔거든요. 지금9월말기 준으로해서융자는7441억원이집행되었고요. 그다음에여행업이나관광.숙박업, 국제회의업 등관광산업, 특별고용지원업종으로지정이되어 서내년3월까지연장하도록저희들이조치를취 하고있습니다. 또앞으로400억원규모의특별 융자도더저희들자체로할것이고요. 그다음에이번에4차추경에저희들이지원금 지급하는것규모가4조4000억아니겠습니까? 여기에저희들이추정하기로는8.6%에해당되는 3785억원정도가어떻든우리문화.체육.관광 이쪽분야에쓸것으로보이고요. 융자쪽도한 3000억정도가이렇게쓸것으로저희들은보고 있습니다.","◯문화체육관광부장관박양우 사실은전혀가만 히있는게아니고요. 저희들이한9조원정도 매출이감소가됐지요, 위원님아까자료주신 것처럼. 그런데저희들이그동안의지원방안을통해서 약한9337억원규모의기금융자또일자리, 재 정지원을이것을펴왔거든요. 지금9월말기 준으로해서융자는7441억원이집행되었고요. 그다음에여행업이나관광.숙박업, 국제회의업 등관광산업, 특별고용지원업종으로지정이되어 서내년3월까지연장하도록저희들이조치를취 하고있습니다. 또앞으로400억원규모의특별 융자도더저희들자체로할것이고요. 그다음에이번에4차추경에저희들이지원금 지급하는것규모가4조4000억아니겠습니까? 여기에저희들이추정하기로는8.6%에해당되는 3785억원정도가어떻든우리문화.체육.관광 이쪽분야에쓸것으로보이고요. 융자쪽도한 3000억정도가이렇게쓸것으로저희들은보고 있습니다.","◯문화체육관광부장관박양우사실은전혀가만히있는게아니고요.저희들이한9조원정도매출이감소가됐지요,위원님아까자료주신것처럼.그런데저희들이그동안의지원방안을통해서약한9337억원규모의기금융자또일자리,재정지원을이것을펴왔거든요.지금9월말기준으로해서융자는7441억원이집행되었고요.그다음에여행업이나관광.숙박업,국제회의업등관광산업,특별고용지원업종으로지정이되어서내년3월까지연장하도록저희들이조치를취하고있습니다.또앞으로400억원규모의특별융자도더저희들자체로할것이고요.그다음에이번에4차추경에저희들이지원금지급하는것규모가4조4000억아니겠습니까?여기에저희들이추정하기로는8.6%에해당되는3785억원정도가어떻든우리문화.체육.관광이쪽분야에쓸것으로보이고요.융자쪽도한3000억정도가이렇게쓸것으로저희들은보고있습니다.",400,9,0.9,0.8975,PASS,unreviewed,b3ec3c4a6013a1b8b0820675cf3abda3bb7b03962a8b44e44b5e2857369a22df,A7,,
ANS_050350_T00232_T00232,QA_050350_000091,050350,2020-10-12,MSP_050350_F366C4B4,정재숙,청장,문화재,agency_head,050350_T00232,050350_T00232,1,23,23,050350_0023_0063,050350_0023_0071,050350_SEG_TURN_00232,"◯문화재청장 정재숙  예, 위원님 지적하신 대로 

저희가 코로나 상황이 장기전으로 가고 있는 와

중에 있어서 저희도 계속 정책 수립을 단계 단계

별로 하고 있습니다. 그래서 우선은 무형문화재

보유자 분들이라든가 이런 살아 있는 분들을 위

주로 했는데 앞으로는 업계 종사자나 관리단체, 

개인 이쪽으로 더 확대해서 11월까지 조사할 예

정입니다. 자료가 나오는 대로 의원님실로 보내

드리겠습니다. 
","◯문화재청장 정재숙 예, 위원님 지적하신 대로 저희가 코로나 상황이 장기전으로 가고 있는 와 중에 있어서 저희도 계속 정책 수립을 단계 단계 별로 하고 있습니다. 그래서 우선은 무형문화재 보유자 분들이라든가 이런 살아 있는 분들을 위 주로 했는데 앞으로는 업계 종사자나 관리단체, 개인 이쪽으로 더 확대해서 11월까지 조사할 예 정입니다. 자료가 나오는 대로 의원님실로 보내 드리겠습니다.","◯문화재청장 정재숙 예, 위원님 지적하신 대로 저희가 코로나 상황이 장기전으로 가고 있는 와 중에 있어서 저희도 계속 정책 수립을 단계 단계 별로 하고 있습니다. 그래서 우선은 무형문화재 보유자 분들이라든가 이런 살아 있는 분들을 위 주로 했는데 앞으로는 업계 종사자나 관리단체, 개인 이쪽으로 더 확대해서 11월까지 조사할 예 정입니다. 자료가 나오는 대로 의원님실로 보내 드리겠습니다.","◯문화재청장정재숙예,위원님지적하신대로저희가코로나상황이장기전으로가고있는와중에있어서저희도계속정책수립을단계단계별로하고있습니다.그래서우선은무형문화재보유자분들이라든가이런살아있는분들을위주로했는데앞으로는업계종사자나관리단체,개인이쪽으로더확대해서11월까지조사할예정입니다.자료가나오는대로의원님실로보내드리겠습니다.",217,3,0.9,0.8975,PASS,unreviewed,68d68e705c4bc193dd3cdccbd1956340e751d778017712c5ec3d3713c8218d17,A7,,
ANS_050350_T00569_T00569,QA_050350_000247,050350,2020-10-12,MSP_050350_F366C4B4,정재숙,청장,문화재,agency_head,050350_T00569,050350_T00569,1,37,37,050350_0037_0088,050350_0037_0090,050350_SEG_TURN_00569,"◯문화재청장 정재숙  그것은 시간이 아직, 9월, 

10월까지도 이어졌기 때문에요, 지금 계속 복구 

중이고요. 저희가 연말……
","◯문화재청장 정재숙 그것은 시간이 아직, 9월, 10월까지도 이어졌기 때문에요, 지금 계속 복구 중이고요. 저희가 연말......","◯문화재청장 정재숙 그것은 시간이 아직, 9월, 10월까지도 이어졌기 때문에요, 지금 계속 복구 중이고요. 저희가 연말......","◯문화재청장정재숙그것은시간이아직,9월,10월까지도이어졌기때문에요,지금계속복구중이고요.저희가연말......",72,2,0.9,0.8975,PASS,unreviewed,c7f24852f8f942dbc8b645bc162d442878dd06a3b006c8b47e8fba02f5462d62,A7,,
ANS_050430_T00432_T00432,QA_050430_000185,050430,2020-10-26,MSP_050430_64CA9D06,관박양우,부장,문화체육관광,agency_official,050430_T00432,050430_T00432,1,41,41,050430_0041_0030,050430_0041_0038,050430_SEG_TURN_00432,"◯문화체육관광부장관 박양우 
 예, 
교육부하고 

어렵게 저희들이 코로나 끝날 때까지 이렇게 해 

놨는데요. 그 이후의 일정 기간 문제는 저작권 

보호 문제도 있고 또 이용 문제도 있고 상충되는 

것이거든요. 그래서 저희들이 저작권위원회를 통

해서 연구용역을 내년 1월까지 추진 중에 있으니

까 그 결과를 가지고 한번 또 관계 신탁단체든 

등등과 함께 협의를 해 나가도록 그렇게 하겠습

니다.
","◯문화체육관광부장관 박양우 예, 교육부하고 어렵게 저희들이 코로나 끝날 때까지 이렇게 해 놨는데요. 그 이후의 일정 기간 문제는 저작권 보호 문제도 있고 또 이용 문제도 있고 상충되는 것이거든요. 그래서 저희들이 저작권위원회를 통 해서 연구용역을 내년 1월까지 추진 중에 있으니 까 그 결과를 가지고 한번 또 관계 신탁단체든 등등과 함께 협의를 해 나가도록 그렇게 하겠습 니다.","◯문화체육관광부장관 박양우 예, 교육부하고 어렵게 저희들이 코로나 끝날 때까지 이렇게 해 놨는데요. 그 이후의 일정 기간 문제는 저작권 보호 문제도 있고 또 이용 문제도 있고 상충되는 것이거든요. 그래서 저희들이 저작권위원회를 통 해서 연구용역을 내년 1월까지 추진 중에 있으니 까 그 결과를 가지고 한번 또 관계 신탁단체든 등등과 함께 협의를 해 나가도록 그렇게 하겠습 니다.","◯문화체육관광부장관박양우예,교육부하고어렵게저희들이코로나끝날때까지이렇게해놨는데요.그이후의일정기간문제는저작권보호문제도있고또이용문제도있고상충되는것이거든요.그래서저희들이저작권위원회를통해서연구용역을내년1월까지추진중에있으니까그결과를가지고한번또관계신탁단체든등등과함께협의를해나가도록그렇게하겠습니다.",211,3,0.9,0.8975,PASS,unreviewed,7ce557b9256dd9f2d4c6b4cb8cadd4bb6492638b255d43e278b53aa536edb0b7,A7,,
ANS_050492_T01058_T01058,QA_050492_000434,050492,2020-10-15,MSP_050492_CC5E190A,김승호,사무총장,대한체육회,agency_official,050492_T01058,050492_T01058,1,61,61,050492_0061_0085,050492_0061_0087,050492_SEG_TURN_01058,"◯대한체육회사무총장 김승호  용역 기간은 내년 

4월까지고요. 실무선에서 세 번 정도 받았는데 

저는 아직 받지를……
",◯대한체육회사무총장 김승호 용역 기간은 내년 4월까지고요. 실무선에서 세 번 정도 받았는데 저는 아직 받지를......,◯대한체육회사무총장 김승호 용역 기간은 내년 4월까지고요. 실무선에서 세 번 정도 받았는데 저는 아직 받지를......,◯대한체육회사무총장김승호용역기간은내년4월까지고요.실무선에서세번정도받았는데저는아직받지를......,66,2,0.9,0.8975,PASS,unreviewed,bccdc5a9667612300fc9b4924858862eb9b0f8bdf03d55d460ce020894aee5cb,A7,,
ANS_051402_T00706_T00706,QA_051402_000305,051402,2021-10-21,MSP_051402_8D1A9AB8,윤인곤,증인,,witness,051402_T00706,051402_T00706,1,49,49,051402_0049_0033,051402_0049_0037,051402_SEG_TURN_00706,"◯증인 윤인곤  그 부분은 저희가 앞서 말씀드렸

다시피 저희 보상 그다음에 이해 관계자의 보상

이 다 정당하게 완료가 되고 그다음에 또 그 법

적 판단이 끝난 상황에 따라서 저희가 위원님이 

말씀하신 부분들은 이전을 추진하겠습니다. 
",◯증인 윤인곤 그 부분은 저희가 앞서 말씀드렸 다시피 저희 보상 그다음에 이해 관계자의 보상 이 다 정당하게 완료가 되고 그다음에 또 그 법 적 판단이 끝난 상황에 따라서 저희가 위원님이 말씀하신 부분들은 이전을 추진하겠습니다.,◯증인 윤인곤 그 부분은 저희가 앞서 말씀드렸 다시피 저희 보상 그다음에 이해 관계자의 보상 이 다 정당하게 완료가 되고 그다음에 또 그 법 적 판단이 끝난 상황에 따라서 저희가 위원님이 말씀하신 부분들은 이전을 추진하겠습니다.,◯증인윤인곤그부분은저희가앞서말씀드렸다시피저희보상그다음에이해관계자의보상이다정당하게완료가되고그다음에또그법적판단이끝난상황에따라서저희가위원님이말씀하신부분들은이전을추진하겠습니다.,127,1,0.9,0.8975,PASS,unreviewed,155082b7d804eb2f7be3931efb24307bdeabcbee330e83557d16010bcb98b6d5,A7,,
ANS_051402_T00859_T00859,QA_051402_000375,051402,2021-10-21,MSP_051402_1903A8A5,관황희,부장,문화체육관광,agency_official,051402_T00859,051402_T00859,1,58,58,051402_0058_0032,051402_0058_0035,051402_SEG_TURN_00859,"◯문화체육관광부장관 황희  너무 많은 이야기가 

나오고 
있고요. 
아까도 
보고말씀 
드렸습니다만 

연내에 그 부분에 있어서 대책을 마련해서 하려

고 하고 있습니다.
",◯문화체육관광부장관 황희 너무 많은 이야기가 나오고 있고요. 아까도 보고말씀 드렸습니다만 연내에 그 부분에 있어서 대책을 마련해서 하려 고 하고 있습니다.,◯문화체육관광부장관 황희 너무 많은 이야기가 나오고 있고요. 아까도 보고말씀 드렸습니다만 연내에 그 부분에 있어서 대책을 마련해서 하려 고 하고 있습니다.,◯문화체육관광부장관황희너무많은이야기가나오고있고요.아까도보고말씀드렸습니다만연내에그부분에있어서대책을마련해서하려고하고있습니다.,86,2,0.9,0.8975,PASS,unreviewed,2c456dc5b9f5138bec4ea06f39de90a3d7137bdc98acf91e88156eafbabd159f,A7,,
ANS_051402_T00885_T00885,QA_051402_000387,051402,2021-10-21,MSP_051402_01D2E8B4,김현모,청장,문화재,agency_head,051402_T00885,051402_T00885,1,59,59,051402_0059_0033,051402_0059_0033,051402_SEG_TURN_00885,"◯문화재청장 김현모  예, 개선하겠습니다.
","◯문화재청장 김현모 예, 개선하겠습니다.","◯문화재청장 김현모 예, 개선하겠습니다.","◯문화재청장김현모예,개선하겠습니다.",22,1,0.9,0.8975,PASS,unreviewed,cc4674d7deaeae02a23d08708b11723db0dfb2f5bb58e7b0b5b45df8c1100615,A7,,
ANS_051424_T00523_T00523,QA_051424_000238,051424,2021-10-12,MSP_051424_0734B173,정진완,회장,대한장애인체육,agency_head,051424_T00523,051424_T00523,1,38,38,051424_0038_0009,051424_0038_0012,051424_SEG_TURN_00523,"◯대한장애인체육회장 정진완  예, 그렇습니다. 

저희가 도쿄패럴림픽 이후에 돌아와서 즉시 지금 

내부적으로 경기력 향상 TF팀을 구성해서 향후 

중장기계획을 수립할 계획을 가지고 있습니다.
","◯대한장애인체육회장 정진완 예, 그렇습니다. 저희가 도쿄패럴림픽 이후에 돌아와서 즉시 지금 내부적으로 경기력 향상 TF팀을 구성해서 향후 중장기계획을 수립할 계획을 가지고 있습니다.","◯대한장애인체육회장 정진완 예, 그렇습니다. 저희가 도쿄패럴림픽 이후에 돌아와서 즉시 지금 내부적으로 경기력 향상 TF팀을 구성해서 향후 중장기계획을 수립할 계획을 가지고 있습니다.","◯대한장애인체육회장정진완예,그렇습니다.저희가도쿄패럴림픽이후에돌아와서즉시지금내부적으로경기력향상TF팀을구성해서향후중장기계획을수립할계획을가지고있습니다.",101,2,0.9,0.8975,PASS,unreviewed,8fe243b0df5de1a4ecfb060ae579e22d00ccad1fc2c06648e3b265a66cee2566,A7,,
ANS_051487_T00078_T00078,QA_051487_000026,051487,2021-10-14,MSP_051487_E194E95D,조현래,원장,한국콘텐츠진흥,agency_head,051487_T00078,051487_T00078,1,11,11,051487_0011_0079,051487_0011_0084,051487_SEG_TURN_00078,"◯한국콘텐츠진흥원장조현래
예, 알겠습니다.

장애인문제는항상배리어프리의문제라고보

고있고요. 보편적접근성의문제로보고있고,

저희콘텐츠진흥원에서하고있는사업도많이

반영되도록하고관련기관과협의할것들은같

이협의해서대책을마련하도록하겠습니다.
","◯한국콘텐츠진흥원장조현래 예, 알겠습니다. 장애인문제는항상배리어프리의문제라고보 고있고요. 보편적접근성의문제로보고있고, 저희콘텐츠진흥원에서하고있는사업도많이 반영되도록하고관련기관과협의할것들은같 이협의해서대책을마련하도록하겠습니다.","◯한국콘텐츠진흥원장조현래 예, 알겠습니다. 장애인문제는항상배리어프리의문제라고보 고있고요. 보편적접근성의문제로보고있고, 저희콘텐츠진흥원에서하고있는사업도많이 반영되도록하고관련기관과협의할것들은같 이협의해서대책을마련하도록하겠습니다.","◯한국콘텐츠진흥원장조현래예,알겠습니다.장애인문제는항상배리어프리의문제라고보고있고요.보편적접근성의문제로보고있고,저희콘텐츠진흥원에서하고있는사업도많이반영되도록하고관련기관과협의할것들은같이협의해서대책을마련하도록하겠습니다.",125,3,0.9,0.8975,PASS,unreviewed,cc3106b4e8668e1b4cc6733ba1dba2d4d9c6c1dfcbd1e8f8c7a4e4f40552f6af,A7,,
ANS_051558_T00539_T00539,QA_051558_000229,051558,2021-10-07,MSP_051558_BB3E2EE6,원종필,관장,국립장애인도서,agency_head,051558_T00539,051558_T00539,1,42,42,051558_0042_0013,051558_0042_0016,051558_SEG_TURN_00539,"◯국립장애인도서관장 원종필  예, 그렇게 하도

록 하겠습니다. 저희 문화체육관광부하고 긴밀히 

협조해서 어떤 방안이 더 합리적이고 좋은 방안

인지 대책을 마련해서 보고하도록 하겠습니다.
","◯국립장애인도서관장 원종필 예, 그렇게 하도 록 하겠습니다. 저희 문화체육관광부하고 긴밀히 협조해서 어떤 방안이 더 합리적이고 좋은 방안 인지 대책을 마련해서 보고하도록 하겠습니다.","◯국립장애인도서관장 원종필 예, 그렇게 하도 록 하겠습니다. 저희 문화체육관광부하고 긴밀히 협조해서 어떤 방안이 더 합리적이고 좋은 방안 인지 대책을 마련해서 보고하도록 하겠습니다.","◯국립장애인도서관장원종필예,그렇게하도록하겠습니다.저희문화체육관광부하고긴밀히협조해서어떤방안이더합리적이고좋은방안인지대책을마련해서보고하도록하겠습니다.",101,2,0.9,0.8975,PASS,unreviewed,debbc97946545fd83c99e02bb47879dcb5681bbac3742b63f5ad85ad75369058,A7,,
